pais,idnum,uniq_id,estratop,estratos,prov,cluster,ur,tamano,idiomaq,fecha,wt,q1,q2y,q2,ls3,a4,soct2,idio2,np1,np2,sgl1,cp4a,cp5,cp6,cp7,cp8,cp13,cp20,cpss1,it1,l1,prot3,jc10,jc13,jc15a,vic1ext,vic1exta,vic2,vic2aa,vic1hoga,mexvic10,mexvic_1,mexvic_2,mexvic_3,mexvic_4,pole2n,aoj11,pese1,pese2,aoj17,aoj12,aoj22,b1,b2,b3,b4,b6,b10a,b12,b13,b18,b20,b20a,b21,b21a,b32,b47a,n9,n11,n15,b3milx,mil3,mil4,pr3a,pr3b,pr3c,pr3d,pr3e,pr4,m1,sd2new2,sd3new2,sd6new2,infrax,coer1,ros1,ros4,ing4,eff1,eff2,mil7,env1,dst1,pn4,w14a,e5,e15,e3,e16,d1,d2,d3,d4,d5,d6,per4,per9,dem2,dem11,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7,diso7,diso8,diso10,diso18,diso14,diso16,diso17,vicbar1,vicbar1f,vicbar3,vicbar4,vicbar7,fear10,vic44,vic43,vicziz14,fear6e,fear6f,vb1,inf1,vb2,vb3n,vb4new,vb101,vb10,vb11,pol1,vb20,clien1n,clien1na,for1n,for4,for5,for6,for7,for6b,for7b,mil10a,mil10c,mil10e,vol207n,vol208n,dvw1,dvw2,wf1,cct1b,mex121,mex122a,mex122b,mex122c,mex122d,mex122e,mex123a,mex123b,mex124,mex125,ed,ed2,q3c,q5b,ocup4a,ocup1a,q10new,q10g,q10a,q14,q10d,q10e,q11n,q12c,q12bn,q12,etid,leng1,leng4,mexetid1,www1,gi0,gi1,gix4,gi4,gi7,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,r26,colorr,sexi,colori,national,formatq,sex,gi7r
1,066767d6-7c2a-4a32-803d-6f27500df5e5-8b73e0cd66b15ae64340920,14010096,103,1,115,722,1,1,1,1/27/2014,1,2,1979,35,1,5,3,3,2,2,3,2,4,4,4,4,4,4,4,2,10,2,2,2,1,2, , , ,2,2,4,3,2,2,3,3,2,2,2,4,1,5,3,7,5,2,5,2,4,7,6,1,1,1,2,1,3,3,3,5,4,3,4,3,7,5,3,1,3,2,2,3,6,4,6,6,5,1,1,6,3,3,3,1,1,1,1,1,4,4,8,4,10,10,7,5,3,2,0,1,0, ,0, , , ,1,1,3,3, ,3,3,3,3,2, ,2,2,2,1,0,0,1,1,1,1,1,1,101, , ,2, ,3,3, ,2,4,4,4,3,4,2,3,2, ,3,5,3,3,3,2,2,4,1,4,4,6,1,5,1,1,2,12,2,1,2,1,4,12,7,2,2,4,2,1,4,0,0, ,101,1,2,5,2,1, ,1, ,1,1,1,0,0,1,0,1,1,0,0,1,0,1,3,2,6,1,2,2, 
1,e612c079-c25b-4296-8f6b-70f4e0c12ceb-a380c45ea789e5a843543201,14011376,104,3,112,421,1,4,1,1/27/2014,1,2,1960,54,1,5,2,2,2,1,2,1,4,4,4,4,4,4,4,2,4,2,1,1,2,2, , , ,2,2,2,4,2,2,2,2,2,2,4,3,2,5,3,3,3,5,5,6,6,6,7,1,5,5,6,6,5,5,5,6, ,7,2,5,5,5,5,5,2,2,2,2,2,3,1,7, ,3,2,7,3,3,3,1,9,1,1,1,1,1,1,1,9,1,2,6,2,2,0,0,0, , , , , ,1, ,4,4,4,4,4,4,4,2, ,2,1,2,1,0,0,1,1,1,1,1,1,102, , ,2, ,3,1,2,2,4,4,4,2,4,2,2, , ,4,3,3,3,3,2,2,3,3,3,4,5,3,1,5,1,2,12,0,1,1,5, ,15, ,2,2,2,2,6,6,0,3,1,101,1,2,5,1,1,1,1,500,1,1,1,0,1,1,0,1,1,1,1,0, ,1,3,1,3,1,1,2,1
1,d6b61eb8-42e2-4905-a8c8-07a4fc341937-df050b83735ec2eb43432162,14011289,104,1,130,1212,1,3,1,2/17/2014,1,2,1994,20,1,5,3,2,2,2,2,2,4,1,4,4,4,4,4,3,8,2,2,2,2,2, , , ,2,2,1,4,3,2,2,2,3,3,3,1,2,6,6,7,7,7,7,7,6,7,7,2,7,6,7,6,5,7,7,7,6,7,5,6,7,5,5,7,2,2,2,2,3,4,5,7,6,6,3,7,3,2, ,1,10,2,2,4,10,7,8,8,8,3,2,7,1,1, ,0, , , , ,0, ,1,2,3,4,4,4,4,2,3,1,3, ,2,2,1,0,0,1,2,2,2,1,2, ,6, ,2, ,2,3, , ,4,5,10,2,2,1,2,2, ,2,4,4,3,3,2,2, , , , , , ,1,2,1,2,11,3,1,2,4, , , ,2,1,3,3,1,4,1,0,2,101,1,1,1,3,1,1, , ,1,0,1,0,1,0,0,1,1,1,0,1,0,1,6,1,6,1,2,2, 
1,3fa9e374-61a3-44e5-9571-0841b9edcefe-122606e0decc11d4344589,14010436,103,3,121,921,1,4,1,2/8/2014,1,1,1972,42,2,1,3,3,1,1,3,1,2,1,2,3,3, ,3,3,3,2,1,1,2,2, , , ,2,3,2,4,4,2,2,1,2,2,4,3,1,4,4,6,3,5,4,5,3,4,5,3,2,3,6,7,4,4,3,5,5,6,2,2,5,3,3,5,3,2,2,3,1,4,7,7,5,2,6,6,2,2,1,1,9,7,3,2,7,8,10,5,5,3,4,5,2,2,0,0,0,0,0, ,0,1,0,2,3,5,5,4,5,5,5,1,3,2,2,2,0,0,0,2,1,2,1,1,1,103, , ,1,101,2,3,2,2,7,4,4,2,5,2,3,3, ,3,2,1,3,2,1,1,2,4,3,6,7,4,3,1,2,1,6,2,1,2,1,4,3,4,2,2,3,2,3,5,0,2,2,101,1,1,5,2,1, ,1, ,1,0,1,1,1,0,0,1,1,0,0,1,0,0,4,1,6,1,2,1, 
1,affb50f7-6ad1-4941-be98-32434ac32dda-e7eca055be57c8f343443151,14011039,102,1,106,111,1,2,1,1/30/2014,1,1,1982,32,2,5,2,2,2,2,2,2,3,1,4,4,4, ,1,2, ,2,2,1,2,2, , , ,2,2,2,4,4,2,3,1,3,2,2,3,3,1,2,2,1,4,2,6,2,2,1,2,1,4,4,2,3,2,1,5,4,6,2,5,5,7,6,3,2,2,2,2,2,4,2,7,5,4,3,5,1,1,2,2,10,4,1,1,6,5,3,3,2,1,4,5,2,1,0,0,0, ,0, , ,0,0,1,3,4,5,5,4,5,5,2, , ,2,2,0,0,0,1,3,1,1,1, , , , ,2, ,3,4,2,2,4, ,4,2,3,1,2,3, ,2,3,3,3,2,2,2,3,3,2, , ,2,1,3,5,2,12,2,4,3,1,2, , ,2,2, ,2,2, , , ,2,101,1,2,2,2,1,1,1,100,1,1,1,1,1,1,0,1,1,0,0,1,0,0,2,2,2,1,2,1,0
1,c8aa4b8c-0201-4f07-ad89-71bc7c679929-6dcfb319af12a8154341319,14011203,103,1,109,252,1,1,1,1/24/2014,1,2,1948,66,1,4,3,2,2,2,5,2,4,3,4,4,4,4,4,2, ,2, , , ,2, , , ,2,4,4,4,4,2,4,3, ,2,3,4,1,3,6,4,6,4,2,4,3,1,6,3,2, ,1,1,2,2,2,4,4,3,2,1,4,4,5,5,3, , ,3,6,4,3,6,2,1,1,1,3,2,3,2,6,5,4,3, ,3,4,2,4, ,1,7,2, ,0,0,0, , , , , ,0,1,4,3,3,4,3,2,3,2, ,2,2,2,0,0,0,5, , ,1,1, , , , ,2, ,3, ,2,2, , , , , , , ,3,4,3,3,4,3,3,2,2, , , , , , ,3,5,1,2,9,2,1,1,5, , , ,2,2,2,2, , , , ,1,101,1,1,5,2,2,1,2, , , , , , , , ,1,1, , , , ,1,2,1,3,1,2,2, 
1,022b989e-6323-42cb-a80f-ecec61224ddf-f34c04a29d5817764341620,14010036,101,1,126,1112,1,3,1,2/6/2014,1,2,1980,34,1,57,3,2,2,2,2,1,4,2,3,2,3,4,4,2,5,2,2,2,2,2, , , , ,2,1,4,2,2,2,1,2,3,3,2,1,5,4,3,5,7,4,3,5,3,6,5,2,5,4,3,2,4,1,4,4,4,1,2,3,3,6,4,3,1,2,2,2,2,4,1,1,5,3,1,2,2,4, ,7,5,1,1,2,4,3,2,10, ,4,5,2,1,0,0,0, ,0, ,0,0, ,1,3,3, ,3,3, ,3, , , , ,1,0,0,0,1,2,3,1,1,1,177, , ,2, ,3, ,2,2,4,4,2,1,2,1,2, , ,2,5,5,3,3,2,2,3,4,4,4,6,4,2,2,1,2,18,3,1,2,1,2,11,7,2,2,3,2,2,4,2,2,1,101,1,2,1,1,1,2,2, ,1,0,1,1,1,1,0,1,1,1,1,1,1,1,3,2,5,1,2,2, 
1,f5d5f934-d683-4870-bff6-cdb79ab3f99f-f861d4a98bada5664334758,14011474,101,1,108,182,1,2,1,1/30/2014,1,1,1950,64,2,5,2,2,2,2,4,2,4,4,3,4,4, ,3,1,4,2,2,2,2,2, , , ,2,3,2,4,3,1,2,2,3,2,3, ,3,4,7,2,1,3,4,5,3,4,4,2,1,2,4, ,3,2,3,2,2,1,1,5,5,2,6,4,3,4,3,3,4,4,6,5,5,3,4,7,2,2,3, ,10,3,5,7,10,10,10,10, ,5,2,5,2,2,1,0,0, ,0, ,0,0,0,2,4,5,3,4,4,3,3,1,3, , ,2,0,0,0,1,2,2,1,1,1, , , ,2, ,3,3,2,2,4,4,4,3,3,1,2,2, ,1,4,2,2,2,2,2,4,1,3,2,5,2,5,2,5,1,9,1,1,2,1,2,8,8,2,2,2,2,2,5,1,5,2,101,1,2,4,2,1,1,1, ,1,0,1,1,1,1,0,1,1,0,0,1,1,1,5,1,5,1,2,1, 
1,9bc1564f-0c4a-4482-aa9c-d27b503ad621-412629d9afffe4844340842,14010953,104,1,127,1121,1,2,1,1/27/2014,1,1,1957,57,1,5,2,1,2,2,3,2,3,2,4,4,4, ,1,1,7,2,2,1,1,2, , , ,2,4,3,2,1,1,2,1,3,2,2,3,2,4,5,5,5,5,1,7,5,3,5,3,4,7,5,4,4,5,5,5,5,6,4,4,4,4,6,5,2,3,2,4,4,1,7,7,6,5,6,7,1,1,3,1,5,5,5,7,6,5,5,5,1,1,1,7,2,1,0,0,0,0,0, ,0, ,0,1,2,2,2,2,3,2,3,1,1,1,2,1,1,0,0,1,2,1,1,1,1, , , ,2, ,4, ,2,2,4,4,2,3,2,1,2,3,4,3,5,3,3,3,2,2,2,1,3,3,1,1,5,2,1,1,6,2,1,1,1,1,16,16,2,2,1,1,2,3,0,3,2,101,1,2,5,1,1, ,1,200,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,2,3,1,2,1,0
1,b66158e1-9af8-4138-a909-a7dab7151387-740e803d70ed6ce443409191,14011071,103,1,121,972,1,2,1,2/22/2014,1,1,1958,56,3,1,2,3,2,2,3,2,4,4,4,4,4, ,4,2,5,2,2,2,2,1,2,1,1,1,3,4,4,3, ,4,4,2,1,1,4,2,1,4,7,6,4,1,5,2,2,7,3,3,3,2,4,3,4,1,6,4,7,4,6,4,3,4,3,3,4,3,4,3,3,3,7,4,2,5,4,3,2,3,1,8,1,2,1,3,7,5,2,1,1,5,5,2,2,0,0,0, ,0, ,0, ,1,4,1,1, ,2,1,1, ,1,1, ,2,2,0,0,0,2,1,1,1,1,1,101, , ,2, ,2,2,1,2,4,1,10,1,3,1,4,3,4,3,4,2,3,2,2,2,5,1,2,4,6,2,5,2,1,2,3,0,1,1,1,2,9,9,2,2,4,3,2,2,0,3,2,101,1,2,5,2,1,1,1, ,1,1,0,1,1,0,0,1,1,0,0,1,1,1,6,2,6,1,2,1, 
1,5690d04f-71f7-4865-bc3e-c8944849b67c-d7efc2b1b3b1deb64341846,14010548,101,1,124,1032,1,2,1,2/3/2014,1,1,1949,65,2,13,1,3,2,2,4,2,4,4,4,3,4, ,4,2,5,2,2,2,2,2, , , ,2,2,3,4,2,2,3,2,3,2,4,4,2,3,6,2,5,5,2,5,4,1,2,2,1,1,4,1,1,1,4,3,1,1,1,1,2,5,6,2,3,3,3,3,6,3,1,6,7,1,7,7,3,1,3,1,6,1,1,1,9,10,10,10,10,9,2,7,2,2,0,0,0, , , ,0, ,0,1,2,4,4,4,4,4,4,2, ,2,2,2,0,0,0,3,3,3,1,1,1,103, , ,1,101,3,3,2,2,4,1,4,2,3,1,3,3,4,3,5,2,3,2,2,2,4,2,2,2,4,2,5,3,3,1,9,1,1,2,6, ,12,8,2,2,3,3,2,5,0,2,2,101,1,2,4,1, ,1,1, ,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,2,1,2,1, 
1,e3db4e1d-7229-4d52-80d6-7ee9d7672a32-958d6bebc99dc48f434447,14011367,103,1,115,662,1,1,1,1/26/2014,1,2,1969,45,1,60,2,3,2,2,3,2,2,1,3,2,4,4,4,3,3,2,2,1,1,2, , , ,1,3,2,3,3,2,2,2,3,2,3,4,3,3,4,3,2,5,3,7,2,4,3,2,1,5,7,3,4,2,3,5,5,7,2,6,4,4,6,3,2, ,1,2,2,4,3,3,3,2,3, ,3,2,3,1,3,2,2,4,3,7,8,10,4,3,7,5,3, ,0,0,0, , , ,0,0,1,2,2,2,4,2,2,2,3,2, ,2,2,2,0,0,0,2,1,1,1,1,1,101, , ,1,101,1,4,2,2,4,1,2,2,4,2,4,4,4,4,3,3,3,3,2,1,5,2,3,5,3,4,4,5,2,2,9,2,1,3,5, ,12, ,1,1,2,1,2,6,2,1,2,101,2,1,2,2,1,1,1, ,1,0,1,1,1,1,0,1,1,1,1,1,1,1,4,1,4,1,2,2, 
1,e3db4e1d-7229-4d52-80d6-7ee9d7672a32-958d6bebc99dc48f4344426,14011353,103,1,115,681,1,1,1,1/24/2014,1,2,1973,41,2,5,3,3,2,2,2,2,2,2,2,4,4,4,4,2,5,2,1,1,2,2, , , ,2,1,3,2,3,2,3,3,3,3,2,2,1,4,2,2,2,3,4,3,2,4,7,3,2,4,6,4,7,4,5,4,4,5,1,2,4,3,3,6,3,3,3,3,2,3,3,7,3,3,3,7,2,2,2,1,8,1,1,4,7,9,1,2,3,5,6,2,2,1,0,1,0,0, , , ,0,1,2,3,3,3,4,4,3,4,1,3,1, ,1, ,0,0,1,1,1,1,1,1,101, , ,2, ,3,1,2,2,1,1,1,1,2,1,1,3,2,2,3,3,3,2,2,1,2,4,5,5,4,2,1,3,3,2,9,2,1,2,5, ,9, ,2,2,4,2,3,5,2,2,2,101,1,1,5,2,1,1,1,100,0,0,1,1,1,0,0,1,1,0,0,1,0,1,5,1,4,1,2,2,0
1,e94a3b58-1843-4e4b-b66e-520b87c50053-5e4420df4621713f43442183,14011418,102,1,116,731,1,2,1,2/12/2014,1,2,1977,37,2,57,3,3,2,2,4,2,4,1,2,4,4,4,4,1,1,1,2,1,2,1,3,10,1,1,4,2,4,2,2,3,3,3,1,2,2,2,3,5,3,3,7,4,4,4,3,5,4,3,1,3,1,3,3,3,5,1,3,1,2,4,4,7,4,4,2,2,4,5,2,1,7,4,1,4,5,1,1,3,2,8,3,1,10,3,7,4,3,10,10,4,4,2,2,1,1,0,0, , ,0,0,0,2,3,3,1,3,3,2,3,1,2,2,2,1,1,0,0,4,2,1,1,1,1,102, , ,2, ,2,3,1,1,4,1,1,1,4,1,4,2,4,3,4,3,2,1,1,2,4,1,3,5,7,3,5,3,5,2,11,0,1,1,1,4,2,2,2,1,3,3,1,6,3,1,3,101,1,1,2,3,1,1,1, ,1,0,1,0,1,1,0,1,1,0,0,1,0,1,6,2,4,1,2,2, 
1,e8272a42-46e9-4b17-a99a-c5ae4f205751-1d1b26a3c0e8d35f434401,14011399,101,2,108,191,1,4,1,2/3/2014,1,2,1946,68,2,5,3,3,2,2,3,2,4,4,4,4,4,4,4,1, ,2, , ,2,2, , , ,2, ,4,4,3, ,2,1,2,2,4, ,2,2,7, , , ,4,1, ,4, , ,4,4,6,4,1, , , ,4,1,1,4,4,4,7, ,3,2, ,2, ,2, ,7, , ,1, ,2,1, ,2, ,1,1,1,4,4,4,4,4,4,1,7, ,2,0,0,0, , , , , ,0, ,3,3,2,2,1,1,1, , , , , ,0,0,0,1, , ,1,2,2, ,7, ,2, ,4, ,2,2,4, ,4, , ,1,2, , , ,5,5,3,3,2,2, , , , , , ,5,3,1,2,4, ,1,2,5, , , ,2,2,3,3,2,3,0,3,1,101,1,2,5,1,1, , , ,1,0,0,0,0,1,0,1,1,0,0,1,1,1,4,2,3,1,2,2, 
1,4594c2be-acfe-4c9e-905d-832ec2d6ce69-39e0106f0cd97fc44334842,14010443,103,1,115,571,1,1,1,2/1/2014,1,1,1990,24,3,1,3,3,1,1,5,2,1,4,4,4,4, ,4,4,5,1,2,2,2,2, , , ,2,4,4,4,4,2,4,4,1,1,1,4,2,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,1,3,3,2,3,5,4,4,1,1,1,1,5,3,2,4,1,5,4,1,1,2,10,2,5,10,10,7,4,2,2,0,0,0,0, ,0,0, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,101, , ,1,103,1,3,1,2,4,2,2,1,2,1,3,2,4,4,5,3,3,3,2,2,5,1,1,3,1,1,5,4,1,2,12,1,4,3,4, ,7, ,1,1,2,3,1,5,0,0,2,101,1,1,2,1,1,1,1, ,1,0,1,3,1,0,0,1,1,0,0,1,1,1,5,1,6,1,2,1, 
1,ec4d1779-d9be-4172-bf9e-8fb007033980-af3686b5961117b5434111,14011433,103,1,109,261,1,1,1,1/24/2014,1,2, , ,2,15,2,2,1,2,4,1,4,1,4,3,4,4,4,3,5,2,2,2,2,2, , , ,2,2,3,4,3,2,3,1,2,2,1,3,1,5,3,3,3,3,3,5,4,3,5,2,3,2,5,4,3,3,2,4,1,1,1,4,4,3,4,4,4,2,2,2,3,4,4,5,5,5,4,5,2,1,3,1,5,3,4,3,5,5,9,5,9,5,4,3,2,2,0,0,0, , , ,0, ,0,1,2,2,1,1,1,2,5,1,3,1, ,1,0,0,0,5,1,1,1,1,1,103, , ,2, ,2,4,2,2,4,1,2,1,1,1,4,2,4,3,3,3,3,3,2,2,2,3,3,3,3,1,1,2,3,2,9,1,1,2,5, , , ,2,2,2,2,2,4,1,2,2,101,1,2,2,1,1,1,1, ,1,1,1,1,1,1,0,1,1,1,1,1,0,1,3,1,5,1,2,2, 
1,9b1a81ca-87b4-4989-b743-cfeb8dfb7e60-740e803d70ed6ce44340944,14010943,103,1,122,982,1,2,1,2/7/2014,1,2,1967,47,2,1,3,3,2,1,2,2,4,4,2,2,4,3,4,3,7,2,1,1,1,2, , , ,2,1,2,4,3,2,3,4,3,2,3,4,1,4,6,5,5,5,5,4,4,4,4, ,3,3,3,1,5,5,3,6,6,4,3,2,5,4,4,5,2,3,3,3,2,3,5,6,6,3,5,7,3,1,4,1,5,4,10,8,5,7,4,5,10,10,3,5,2,2,0,0,0, , , ,0,0,0,3,1,1,1,1,1,1,1,1,3, ,2,2,1,1,1,2,1,3,1,1,1,101, , ,2, ,4,4,2,2,4,4,4,2,2,1,4,3,3,3,4,4,3,3,2,2,4,2,3,3,3,2,5,4,2,1,12,1,1,2,5, ,15, ,2,2,2,1,2,5,0,3,2,101,1,2,4,1,1,2,1,64,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,6,1,2,2,0
1,e17a5721-6259-4924-926e-e0b065798275-a02814dbc4bc235f43543311,14011326,101,3,124,1042,1,4,1,2/1/2014,1,1,1969,45,1,1,3,3,2,2,2,2,4,1,4,4,4, ,4,3,6,2,1,1, ,2, , , ,2,4,4,4,2, ,3,3,2,2,3,2,3,7,7,3,7,7,3,3,1,1,7,3,3,3,3,1,2,3,4,5,2,3,7,7,7,7,7,7,4,2,3,3,6,3,3,6,7,7,6,5,2,2,2, ,8,7,5,3,10,7,7,5,4,4, , ,2,1,0,0,0, ,1, ,0, , ,1,4,4,5,4,5,3,4,2, , ,1,1,1,1,0,1,1,1,1,1,1,103, , ,1,101,3,3,2,2,4,5,1,1,1,1,1,1,1,1,5,3, ,2,1,1, ,7,3,3,5,3,3,5,5,2,6,1,1,2,1,4,14,11,2,2,3,2,1,3,0,0,2,101,1,2,5,2,1,2,1, ,1,1,0,0,0,0,0,1,1,0,0,1,0,1,4,2,5,1,1,1, 
1,23143fe0-501b-4f08-a434-08e0b3b02bae-740e803d70ed6ce443409102,14010292,103,1,115,621,1,2,1,2/15/2014,1,1,1972,42,2,21,2,2,2,1,3,1,3,4,3,4,4, ,1,2,8,2,2,2,2,1,3,7,2,1,4,2,4,3,2,3,3,2,2,2,4,3,3,7,1,5,7,3,6,3,2,1,1,1,7,6,7,5,4,5,6,1,1,1,1,5,7,6,6,2,3,3,3,4,4,1,7,7,2,5,4,1,1,2,1,5,1,1,5,10,10,10,10,10,1,4,6,2,2,0,0,0, ,1, , ,1,0,3,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,101, , ,1,102,3,2,2,2,7,7,2,1,5,1,5,4,4,4,5,3,3,3,2,2,4,2,2,2,2,3,5,1,5,2,18,8,4,3,1,2, , ,2,2,2,1,1,4,3,3,2,101,1,2,1,3,1,1,1,250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,1,2,1,0
1,3bbd3af9-ee73-4ebf-936b-ab455d59ca3a-958d6bebc99dc48f4344450,14010418,103,1,115,682,1,1,1,1/25/2014,1,2,1978,36,2,11,2,3,2,2,4,2,3,3,2,4,4,4,4,4,3,2,2,2,1,1,4,3,3,1,2,2, ,3, ,2,3,2,2,2,1,1,2,3,2,4,2,2,4,3,4,3,4,2,7,3,4,2,5,2,4,1,4,3,4,4,4,2,3,3,3, ,3,4,3,3,3,3,4,2, , ,2,3,2,2,3,4,5,4,3,3,4,4,5,3,4,2,2,1,0,0, , ,0, ,1,0,2,2,1,1,1,2,1,1,1,1,1,1,1,0,1,0,2,1,1,1,1,1,101, , ,2, ,3,2,2,1,1,2,2,2,2,1,2,3,3,3,3,3,3,2,2,2,4,1,2,3,2,1,1,3,1,1,9,2,1,3,5, , , ,2,2, , ,2,4,2,2,2,101,1,1,4,3,1,1,1, ,1,1,1, , , , , , , , , , , ,4,2,4,1,2,2, 
1,9bc1564f-0c4a-4482-aa9c-d27b503ad621-412629d9afffe4844340851,14010962,104,1,127,1131,1,2,1,1/25/2014,1,2,1994,20,1,5,3,3,2,1,3,2,3,4,4,4,4,4,1,1,1,2,1,1,2,2, , , ,1,4,1,4,3,2,2,1,3,3,4,3,2,1,5,1,1,5,1,6,3,6,1,1,1,1,1,1,2,2,1,5,7,7,1,4,4,7,7,7,3,3,2,2,4,4,7,7,4,4,4,7,3,2,2,1,5,5,1,1,5,5,5,5,7,10,1,7,2,2,0,0,0,0,0,0,0, ,0,1,1,3,4,4,4,4,4,1,3,2,2,2,0,1,0,1,1,1,1,1,2, ,6, ,2, ,4, ,2,2,2,2,4,1,2,3,3,1,4,1,5,4,3,3,2,2,3,5,7,5,7,5,5,4,1,1,13,2,1,2,4, ,9, ,2,1,2,2,1,5,0,0, ,101,1,2,1,1,1,2,2, ,1,1,1,1,1,1,0,1,1,1,1,1,0,1,4,2,3,1,2,2, 
1,022b989e-6323-42cb-a80f-ecec61224ddf-f34c04a29d581776434164,14010042,101,1,126,1101,1,3,1,2/8/2014,1,1,1943,71,1,11,3,3,1,1,3,2,4,4,4,4,3, ,4,2,10,2,2,2,2,1,1,1,1,1,2,1,4,2,2,1,4,2,1,1,4,2,1,1,1,3,5,3,4,2,1,6,2,4,7,7,1, ,1,3,5,5,5,1,1, ,7, ,4,2,4, ,1,1,1,4,5,3,6,5,1,2,2,1,2,4,3,2,1,10,6,1,4,1,1,3,1,2,1,0,0,0, , , ,0, ,1,1,2,2,2,2,1,1,2, , , , , ,1,0,0,5,3,2,1,1,1,101, , ,1,102,2,2,2,2,2,2,4,2,5,1,2, ,4,1,5,3, , ,2,2,3, , , ,6,1,2,1,1,2,6,1,1,1,6, ,11,11,2,2,3,2,2,2, , ,2,101,1,1,5,1,2, ,1, ,1,1,1,1,1,0,0,1,1,0,0,1,0,1,3,1,5,1,2,1, 
1,70eb5112-5bd3-4572-acc5-c7d0f7cf6cc8-52c2a9bb5dda478d4342090,14010626,101,1,105,101,1,2,1,2/21/2014,1,1,1976,38,1,13,1,1,2,2,3,1,3,4,2,3,4, ,2,2,9,2,1,1,1,1,1,2,3,2,3,3,4,3,2,3,3,2,3,2,3,3,3,5,5,5,4,2,6,2,3,5,2,5,5,6,4,2,4,5,5,6, ,2,4,5,5,6,4,3,3,2,3,5,4,7,1,7,4,6,7,3,3,3,1,10,5,4,4,9,8,7,5, ,4,3,6,2,2,0,0,0,0,0, , ,0,0,1,3,3,4,3,3,4,3,1,3,2, ,2,0,0,0,2,4,3,1,1,1,101, , ,1,102,2,2,2,2,4,2,1,2,2,1,2,2,4,2,5, ,3,3,2,2,4,2,2,4,5,4,4, ,2,1,17,1,1,2,1,2,12, ,2,2,2,2,2,3,1,1,2,101,1,1,1,1,1,1,1,36,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,2,5,1,2,1,0
1,c8aa4b8c-0201-4f07-ad89-71bc7c679929-6dcfb319af12a8154341326,14011211,103,1,115,591,1,1,1,1/28/2014,1,2,1981,33,2,5,3,3,2,2,3,2,4,1,2,4,4,4,1,2,10,2,1,1,1,1,1,3,2,1,2,3,2,2,2,4,4,2,1,1,1,2,3,2,2,2,4,3,7,3,4,4,3,3,3,2,2,3,3,2,4,7,7,2,2,2,3,4,3,3,4,2,2,4,2,3,2,3,3,3,7,3,2,3,2,7,3,1,2,1,3,3,5,7,3,3,5,3,2,0,0,0, ,1, ,0, ,0,3,2,1,1,1,1,1,2,1,2,1,2,1,1,0,0,4,1,1,1,1,2, ,3, ,2, ,4,1,1,2,4,1,2,3,4,3,2,2,4,2,4,3,2,1,2,1,2,2,3,3,3,3,3,3,3,2,12,2,1,2,1,4, , ,2,2,3,2,2,6,4,4,2,101,1,1,5,3,1,1,1,32,0,1,1,0,0,0,0,1,1,1,0,1,1,1,4,1,4,1,2,2,0
1,7bf8c269-a7a2-499c-a4fe-3cc1347ea0fe-5e9b7e562a08635b4341031,14010656,101,1,119,852,1,2,1,1/31/2014,1,2,1962,52,2,2,3,2,2,2,3,2,4,2,2,4,4,4,4,3,10,2,1, ,1,2, , , ,2,4,3, ,4,2,4,3,3,3,3,3,2, ,7,7,1,5, ,7,3,1,7,1, , ,1, ,1,5,1,5,7,1,4,1,1,1,1,1,3,2,2,1,3,2,4,6,7,1,1, ,1,2,3,1,10,10, ,1, ,1,1,1,1,1,4,7, ,1,0,0,0, , , , , ,0,3,4,5, ,5,3,4,3,2, ,2,2,2,0,0,0,3,4,4,1,1,1,101, , ,2, ,2,2,2,2,2,2,4,2,2,3,1,3,4,2,3,5,2,2,2,1,3,3,7, , ,7,2,3,4,2,9, ,1,3,5, , , ,2,2,3,2,2,1,1,3,2,101,1,2,5,1,2, , , ,1,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,4,1,2,2, 
